Palavra;Frequência
e;577
nós;201
temos;51
que;832
deixar;7
bem;15
claro,;2
quando;42
se;123
fala;15
em;175
orçamento;14
como;84
um;205
todo,;2
aumentando;2
a;807
arrecadação;1
diminuindo;1
impostos,;1
como;84
diminuímos;1
o;804
ipi;1
por;123
decreto.;1
como;84
temos;51
diminuído;3
impostos;5
de;798
vários;3
produtos,;1
imposto;16
de;798
importação.;1
vários;3
produtos.;1
ou;59
seja,;24
o;804
governo;56
está;75
agindo;1
na;124
contramão;1
do;382
que;832
sempre;7
fizeram;4
no;221
passado.;1
por;123
outro;8
lado,;3
muitas;7
vezes,;7
se;123
fala;15
em;175
taxar;1
grandes;3
fortunas.;1
isso;76
faz;22
com;221
que;832
o;804
capital;1
vá;3
embora.;1
ou;59
seja,;24
o;804
nosso;31
governo;56
tem;121
esse;77
olhar,;2
tem;121
recurso,;1
tem;121
meios;1
e;577
fará;1
com;221
responsabilidade;7
essa;62
manutenção;3
dos;48
r$;59
600.bom,;1
é;420
importante;12
lembrar;1
que;832
a;807
manutenção;3
dos;48
r$;59
600;6
não;311
está;75
na;124
ldo,;1
que;832
foi;83
mandada;1
para;321
o;804
congresso;7
nacional.;2
ou;59
seja,;24
significa;5
que;832
existe;8
uma;194
mentira;5
no;221
ar.;1
não;311
está;75
na;124
ldo;1
a;807
manutenção;3
de;798
r$;59
600.;4
a;807
segunda;7
coisa;22
que;832
é;420
inverdade,;1
é;420
que;832
o;804
pt,;13
já;49
faz;22
dois;23
anos;22
que;832
o;804
pt;23
tem;121
reivindicado;1
os;118
r$;59
600;6
no;221
bolsa;7
família,;7
a;807
bancada;4
do;382
pt;23
votou;6
favorável,;1
porque;92
a;807
bancada;4
do;382
pt;23
acha;3
que;832
o;804
povo;16
tem;121
que;832
receber;4
efetivamente;2
esse;77
auxílio,;1
mas;73
é;420
preciso;15
que;832
a;807
gente;71
faça;3
essa;62
política;33
concomitante;1
com;221
a;807
política;33
de;798
crescimento;7
econômico,;4
com;221
a;807
política;33
de;798
geração;7
de;798
emprego,;8
de;798
geração;7
de;798
oportunidade;16
das;70
pessoas.;11
coisa;22
que;832
não;311
está;75
pensado;1
em;175
nenhum;13
momento.;2
então,;23
o;804
candidato,;11
ele;42
adora;4
citar;3
números;9
absurdos;1
que;832
nem;12
ele;42
acredita...;1
e;577
saber;10
o;804
seguinte,;3
já;49
vendeu;2
a;807
eletrobras,;1
já;49
vendeu;2
a;807
br,;1
tá;21
fatiando;2
a;807
petrobras,;2
privatizou;1
a;807
br...candidato;1
bolsonaro,;13
o;804
senhor;38
tem;121
um;205
e;577
trinta;1
para;321
a;807
sua;37
réplica.olha,;1
o;804
pt;23
foi;83
contra;37
r$;59
400;1
lá;29
atrás.;1
votou,;1
sim.;4
para;321
de;798
mentir.;1
está;75
no;221
teu;2
dna;1
mentir;1
e;577
inventar;3
números.;4
no;221
corrente;3
ano,;8
discursaram;1
contra;37
e;577
votaram;1
a;807
favor.;2
questão;19
de;798
ldo:;1
você;64
resolve.;2
eu;285
tenho;27
contato;1
com;221
lideranças;1
da;269
câmara.;3
após;3
as;110
eleições,;5
podemos;8
fazer;62
algo;10
mais;128
concreto,;1
mais;128
detalhado;1
para;321
buscar;1
recursos;3
para;321
pagar;5
os;118
r$;59
600.;4
não;311
podemos;8
ser;54
aqui;35
inconsequentes,;1
ficar;12
anunciando;1
"""vou";1
dar;22
isso,;26
vou;26
dar;22
aquilo,;1
vou;26
tirar;15
imposto;16
de;798
renda;17
de;798
"professor"",";1
não;311
sei;17
o;804
quê;1
lá.;5
só;53
mentira.;4
o;804
orçamento;14
é;420
outra;5
coisa.;5
temos;51
um;205
teto;3
de;798
gastos.;1
e;577
temos;51
onde;20
tirar;15
recursos.;1
temos;51
muita;10
coisa;22
planejada;1
nesse;27
tocante.;1
tenho;27
certeza,;2
os;118
mais;128
pobres,;4
diferentemente;1
do;382
pt,;13
lá;29
atrás,;8
por;123
que;832
o;804
pt,;13
lá;29
atrás,;8
não;311
aumentou?;1
pagava;1
uma;194
miséria;4
de;798
bolsa;7
família.;1
era;27
uma;194
miséria.;2
tinha;18
gente;71
que;832
ganhava;2
r$;59
80;4
por;123
mês.;2
família;5
ganhando;3
r$;59
80;4
por;123
"mês;";1
e;577
nós,;11
agora,;17
entramos;1
nessa;11
área;3
para;321
valer.;2
está;75
preocupado;1
com;221
votos.;2
apenas;10
votos.;2
mas;73
nada;14
além;12
disso.;5
mentindo;1
sobre;19
números.;4
lembra;2
quando;42
dizia;2
que;832
tinha;18
25;2
milhões;41
de;798
crianças;15
abandonadas;1
no;221
brasil;111
e;577
falou;6
isso;76
rindo,;1
lá;29
fora,;2
do;382
brasil?;3
ou;59
seja,;24
nós;201
temos;51
ao;55
nosso;31
lado;6
a;807
verdade;6
e;577
a;807
responsabilidade.;1
nunca;9
tivemos;5
tanto;4
dinheiro;34
de;798
fora;7
do;382
brasil;111
investido;1
aqui.;4
inclusive,;2
em;175
torno;3
de;798
20%;3
do;382
nosso;31
pib.;1
é;420
um;205
governo;56
que;832
está;75
dando;1
certo.;2
a;807
economia;23
está;75
bombando,;1
e;577
o;804
brasil;111
está;75
sendo;12
exemplo;11
para;321
o;804
mundo;26
nessa;11
área.quem;1
faz;22
a;807
próxima;7
pergunta;37
é;420
a;807
tv;15
cultura,;9
com;221
a;807
jornalista;12
vera;2
magalhães.;1
vera,;4
por;123
favor,;9
indica;3
quem;73
vai;85
responder;16
à;49
sua;37
pergunta;37
e;577
quem;73
vai;85
comentar,;2
por;123
favor.boa;1
noite;12
a;807
todos.;9
eu;285
vou;26
fazer;62
uma;194
pergunta;37
ao;55
candidato;61
ciro;24
gomes,;8
com;221
comentário;8
do;382
candidato;61
jair;19
bolsonaro.;10
candidato;61
ciro,;12
a;807
cobertura;4
vacinal;1
no;221
brasil;111
vem;12
despencando;1
nos;32
últimos;7
anos.;14
a;807
cobertura;4
para;321
a;807
vacinar;1
tríplice;1
viral,;1
que;832
protege;1
contra;37
sarampo;1
e;577
outras;9
doenças,;2
foi;83
de;798
71%,;1
em;175
2021,;1
e;577
ainda;8
não;311
chegou;3
a;807
50%;5
neste;12
ano.;4
a;807
da;269
poliomielite,;1
que;832
já;49
chegou;3
a;807
ser;54
de;798
96%,;1
em;175
2012,;1
caiu;1
a;807
índices;1
um;205
pouco;4
superiores;1
a;807
67%.;1
queria;11
saber;10
do;382
senhor;38
em;175
que;832
medida;2
o;804
senhor;38
acha;3
que;832
a;807
desinformação;1
sobre;19
vacinas,;1
difundida;1
inclusive;7
pelo;35
presidente;52
da;269
república,;16
pode;22
ter;48
contribuído,;1
além;12
de;798
agravar;1
a;807
pandemia;10
de;798
covid-19;1
e;577
causar;1
mortes;2
que;832
poderiam;3
ter;48
sido;4
evitadas,;1
também;35
para;321
desacreditar;1
a;807
população;9
quanto;8
à;49
eficácia;1
das;70
vacinas;3
em;175
geral?;1
e;577
qual;13
é;420
a;807
sua;37
proposta;9
para;321
recuperar;3
o;804
plano;3
nacional;4
de;798
imunização,;1
que;832
já;49
foi;83
um;205
orgulho;6
nacional;4
e;577
uma;194
referência;2
para;321
o;804
mundo?vera,;1
se;123
você;64
olhar;8
o;804
brasil,;43
tudo;16
está;75
fora;7
do;382
lugar.;3
mas;73
é;420
tudo;16
mesmo;21
está;75
fora;7
do;382
lugar.;3
é;420
uma;194
coisa;22
que;832
me;42
choca;1
ouvir;4
o;804
presidente;52
bolsonaro;14
dizer;33
que;832
a;807
economia;23
está;75
bombando.;1
hoje,;17
no;221
brasil,;43
meu;43
irmão?;1
vamos;51
lá.;5
eu;285
me;42
emociono;1
e;577
quero;43
segurar;2
aqui;35
a;807
minha;39
indignação.;1
mas;73
espera;4
um;205
pouquinho,;2
entre;36
desalento,;2
cinco;5
milhões;41
de;798
brasileiros;11
desistiram;1
de;798
procurar;2
emprego.;3
entre;36
desemprego;5
aberto,;1
que;832
é;420
o;804
brasileiro;14
que;832
está;75
indo;6
de;798
porta;3
em;175
porta,;1
todo;25
dia;6
de;798
manhã,;1
pulando;1
a;807
catraca;1
do;382
ônibus;2
porque;92
não;311
tem;121
dinheiro;34
para;321
pagar;5
passagem,;1
e;577
o;804
trocador;1
deixa,;1
e;577
volta;6
para;321
casa;6
com;221
a;807
boca;1
amarga:;1
"""não,";1
não;311
tem;121
vaga,;1
não;311
tem;121
"vaga"",";1
lá;29
se;123
vão;7
mais;128
dez;6
milhões;41
de;798
brasileiros.;4
mas;73
o;804
que;832
mais;128
está;75
me;42
chocando,;1
e;577
vendo;3
esse;77
nível;3
de;798
alienação;1
e;577
de;798
ódio,;4
e;577
de;798
coisas;10
assim,;7
mentira;5
para;321
cá,;1
mentira;5
para;321
lá...;1
isso;76
é;420
o;804
brasil;111
que;832
essa;62
gente;71
está;75
produzindo,;1
dividindo;3
a;807
nossa;16
nação,;1
e;577
eu;285
quero;43
reconciliar.;1
espera;4
um;205
pouquinho,;2
quase;6
50;7
milhões;41
de;798
pessoas;44
não;311
estão;26
nos;32
ouvindo;4
nesse;27
debate.;6
essa;62
é;420
a;807
minha;39
contradição.;1
eu;285
falo;2
por;123
eles.;1
mas;73
eles;12
estão;26
aí;16
esfolados,;1
vivendo;3
na;124
informalidade;2
mais;128
vil.;1
sabe;33
o;804
que;832
é;420
informalidade?;1
vou;26
repetir;2
para;321
quem;73
endureceu;1
ou;59
embruteceu;1
o;804
coração.;3
informalidade;2
é;420
uma;194
jornada;1
semanal;3
de;798
50,;1
60;4
horas;1
semanais,;1
sem;28
o;804
descanso;2
remunerado;2
semanal;3
para;321
ir;5
para;321
o;804
templo;1
agradecer;10
a;807
deus;8
ou;59
pedir;6
luz.;1
sabe?;3
sem;28
férias,;2
sem;28
13;3
º.;1
a;807
saúde;8
mental;1
do;382
nosso;31
povo,;2
vera,;4
está;75
se;123
deteriorando;1
de;798
um;205
jeito?;1
nunca;9
se;123
pediu;9
tanto,;1
da;269
rede;4
de;798
atenção;2
psicossocial,;1
remédios.;1
remédio;3
para;321
dormir,;1
remédio;3
para;321
nervo.;1
mas;73
sabe;33
o;804
que;832
nós;201
estamos;15
produzindo?;1
50;7
milhões;41
de;798
brasileiros,;10
em;175
números;9
redondos,;1
vão;7
envelhecer,;1
daqui;4
15,;1
20;8
anos,;13
soraya,;11
senadora,;3
e;577
não;311
vão;7
ter;48
cobertura;4
à;49
aposentadoria;1
nenhuma.;2
e;577
aí,;10
vamos;51
lá,;4
vacina.;2
isso;76
é;420
o;804
trivial.;1
eu;285
fui;32
governador,;1
fui;32
prefeito;3
de;798
uma;194
capital.;1
nossa;16
meta;3
era;27
cumprir;4
100%;2
da;269
vacinação,;1
e;577
ganhamos;1
prêmios;1
internacionais.;2
fui;32
ganhar;8
prêmio;1
de;798
combate;5
à;49
mortalidade;1
infantil,;1
na;124
onu.;1
um;205
dos;48
elementos,;1
foi;83
que;832
nós;201
cobrimos;1
100%;2
da;269
população;9
do;382
ceará.;4
havia;4
campanha,;3
esclarecimento,;1
a;807
vacina;7
estava;16
no;221
tempo;20
e;577
na;124
hora,;2
bem;15
acondicionada,;1
bem;15
transportada,;1
era;27
um;205
grande;9
mutirão.;1
sumiu;1
tudo;16
isso.;11
é;420
o;804
desastre;2
brasileiro;14
por;123
onde;20
você;64
queira;2
considerar.vera,;1
não;311
podia;4
esperar;1
outra;5
coisa;22
de;798
você.;3
acho;13
que;832
você;64
dorme;1
pensando;1
em;175
mim.;4
você;64
tem;121
alguma;4
paixão;2
por;123
mim.;4
você;64
não;311
pode;22
tomar;2
partido;6
em;175
um;205
debate;16
como;84
esse,;1
fazer;62
acusações;1
mentirosas;1
a;807
meu;43
respeito.;2
você;64
é;420
uma;194
vergonha;4
para;321
o;804
jornalismo;2
brasileiro.;6
mas;73
tudo;16
bem;15
[o;1
presidente;52
então;9
se;123
vira;2
para;321
ciro;24
gomes,;8
que;832
havia;4
falado;4
com;221
o;804
microfone;1
desligado].;1
não;311
pedi;1
tua;3
opinião.por;1
favor,;9
candidatos.;10
por;123
favor.já;1
está;75
apelando.;1
a;807
senhora;26
falou;6
uma;194
frase,;1
na;124
cpi,;2
seguinte,;3
frase;1
tua:;1
"""não";2
é;420
porque;92
houve;8
malversação;1
de;798
dinheiro;34
público;11
que;832
devemos;4
"investigar"".";1
a;807
senhora;26
foi;83
conivente;1
com;221
a;807
corrupção;22
na;124
cpi.;3
não;311
achou;1
nada;14
contra;37
mim.;4
escondeu;2
carlos;2
gabas.;1
escondeu;2
carlos;2
gabas,;1
que;832
desviou;1
r$;59
50;7
milhões;41
e;577
não;311
foi;83
investigado;1
pela;32
cpi.;3
a;807
senhora;26
é;420
uma;194
vergonha;4
no;221
senado;4
"federal;";1
e;577
não;311
estou;22
atacando;1
as;110
mulheres,;13
não.;2
não;311
venha;1
com;221
essa;62
historinha;1
de;798
atacar;4
mulheres,;13
de;798
se;123
vitimizar.;1
vera,;4
você;64
realmente;5
foi;83
fantástica,;1
né?;1
deu;10
oportunidade;16
para;321
falar;19
um;205
pouco;4
de;798
verdade;6
sobre;19
você.candidato;1
ciro,;12
sua;37
réplica.é,;1
vocês;14
estão...está;1
registrado;2
o;804
pedido;10
de;798
direito;26
de;798
resposta.eu;1
quero;43
reconciliar;2
o;804
brasil.;36
enquanto;7
persistir;1
esse;77
nível;3
de;798
agressividade,;1
sabe?;3
de;798
pt...;1
ainda;8
agora;26
vinha;2
entrando;2
aqui;35
na;124
bandeirantes,;10
estava;16
lá;29
a;807
turma;1
do;382
pt;23
batendo;1
no;221
carro,;2
atravessando;1
"bandeira;";1
eu;285
conheço;2
isso.;11
isso;76
vai;85
produzir;2
coisas;10
que;832
o;804
brasil;111
não;311
merece,;1
e;577
nós;201
precisamos;33
restaurar;2
a;807
paz,;5
reconciliar;2
o;804
brasil;111
ao;55
redor;2
de;798
um;205
novo;2
e;577
generoso;1
projeto;10
nacional;4
de;798
desenvolvimento;4
que;832
mude;1
esse;77
modelo;9
econômico.;3
brigam;2
para;321
valer,;2
mas;73
patrocinam;2
o;804
mesmo;21
modelo;9
econômico.;3
brigam;2
para;321
valer,;2
mas;73
patrocinam;2
o;804
mesmo;21
modelo;9
de;798
governança;5
política;33
em;175
que;832
a;807
corrupção;22
e;577
a;807
fisiologia;1
são;33
o;804
centro;3
do;382
modelo;9
de;798
organização;1
da;269
política;33
brasileira;12
esses;12
últimos;7
30;7
anos.;14
mudar;14
o;804
brasil;111
significa;5
devolver;1
a;807
condição;3
que;832
nós;201
sabemos;5
fazer.;4
o;804
brasil;111
era;27
mencionado;1
como;84
exemplo;11
em;175
cobertura;4
vacinal.;1
a;807
vacina;7
está;75
aí,;10
tecnologicamente;1
dominada,;1
mas,;9
infelizmente,;4
nós;201
vimos;1
propaganda;3
contra;37
a;807
vacina,;5
disputa;2
politiqueira;1
com;221
quem;73
é;420
o;804
pai;2
da;269
vacina,;5
propina;1
na;124
compra;6
de;798
vacina!;1
isso;76
é;420
onde;20
nós;201
estamos:;1
muito;50
próximo;9
do;382
fundo;6
do;382
poço.;1
eu;285
tenho;27
pedido;10
a;807
deus,;4
meu;43
irmão,;2
tenho;27
pedido;10
a;807
deus,;4
tenho;27
vontade;1
assim,;7
sabe,;9
de;798
me;42
conectar;1
com;221
o;804
seu;41
coração;5
para;321
que;832
a;807
gente;71
bote;1
a;807
mão;2
na;124
cabeça;2
e;577
pare;1
um;205
pouquinho;4
para;321
pensar.;1
a;807
ciência;1
da;269
insanidade;1
é;420
repetir;2
o;804
passado;3
e;577
achar;2
que;832
vai;85
ter;48
resultado;1
"diferente;";1
não;311
vai.;2
me;42
dê;2
uma;194
oportunidade,;2
vamos;51
mudar;14
o;804
brasil,;43
está;75
na;124
hora.;1
chega;15
de;798
ódio,;4
chega;15
de;798
incompetência,;1
sabe?;3
chega;15
de;798
projeto...;1
de;798
falta;8
de;798
projeto,;2
absoluta;3
falta;8
de;798
projeto.a;1
senadora;12
simone;18
tebet;5
fez;13
o;804
pedido;10
de;798
direito;26
de;798
"resposta;";3
a;807
comissão;15
avaliou;2
e;577
o;804
direito;26
de;798
resposta;16
não;311
foi;83
concedido.por;1
favor,;9
eu;285
peço,;2
por;123
gentileza,;1
que;832
os;118
assessores;1
que;832
estão;26
aqui;35
não;311
participem,;1
porque;92
foi;83
o;804
combinado;1
com;221
todos;54
os;118
partidos.;2
a;807
próxima;7
jornalista;12
a;807
perguntar;16
é;420
a;807
representante;1
da;269
folha;10
de;798
s.paulo,;6
patrícia;1
campos;1
mello.;1
boa;18
noite,;7
patrícia.;1
a;807
quem;73
você;64
dirige;1
a;807
sua;37
pergunta;37
e;577
quem;73
comenta,;1
por;123
favor?boa;1
noite;12
a;807
todos.;9
minha;39
pergunta;37
é;420
para;321
o;804
ex-presidente;8
da;269
república,;16
candidato;61
luiz;6
inácio;4
lula;30
da;269
silva,;3
com;221
o;804
comentário;8
do;382
candidato;61
ciro;24
gomes.;5
candidato,;11
o;804
senhor;38
tem;121
falado;4
sobre;19
a;807
necessidade;2
da;269
união;8
da;269
esquerda,;2
mas;73
o;804
senhor;38
e;577
o;804
candidato;61
ciro;24
gomes;6
vivem;1
um;205
clima;2
de;798
hostilidade.;1
recentemente,;1
o;804
candidato;61
ciro;24
gomes;6
afirmou,;1
abro;1
aspas,;1
"""que";1
o;804
senhor;38
considera;2
o;804
povo;16
um;205
bando;1
de;798
"imbecis"",";1
e;577
também;35
afirmou;2
que;832
já;49
viu;7
o;804
senhor;38
se;123
corrompendo.;1
em;175
resposta,;6
o;804
senhor;38
afirmou;2
que;832
não;311
leva;2
o;804
ciro;24
a;807
sério.;2
como;84
o;804
senhor;38
espera;4
atrair;8
o;804
apoio;5
do;382
candidato;61
ciro;24
gomes;6
para;321
um;205
segundo;9
turno,;3
caso;17
o;804
senhor;38
vá;3
para;321
o;804
segundo;9
turno;2
e;577
ele;42
não,;3
e,;17
para;321
o;804
candidato;61
ciro;24
gomes,;8
o;804
senhor;38
pretende;2
apoiar;1
o;804
candidato;61
lula;30
se;123
ele;42
for;6
para;321
o;804
segundo;9
turno;2
e;577
você;64
não...;2
o;804
senhor;38
não?olha,;1
primeiro,;2
ao;55
responder;16
essa;62
pergunta,;10
eu;285
queria;11
começar;6
falando;11
das;70
vacinas.;1
as;110
pessoas;44
se;123
esquecem;3
que;832
foi;83
exatamente;7
em;175
2010;2
e;577
em;175
2009,;1
quando;42
chegou;3
a;807
h1n1,;1
nós;201
vacinamos,;1
em;175
três;13
meses,;2
83;1
milhões;41
de;798
pessoas;44
nesse;27
país.;15
então,;23
se;123
as;110
pessoas;44
não;311
são;33
vacinadas,;1
é;420
irresponsabilidade;2
de;798
quem;73
comanda,;1
porque,;4
na;124
verdade,;9
nós;201
temos;51
condições,;1
e;577
o;804
brasil;111
é;420
lembrado;1
no;221
mundo;26
inteiro;2
como;84
um;205
país;49
de;798
muita;10
competência;3
em;175
vacinação.;2
a;807
segunda;7
coisa;22
é;420
o;804
seguinte,;3
eu;285
falo;2
sempre;7
do;382
ciro;24
gomes;6
uma;194
coisa:;3
eu;285
tenho;27
um;205
profundo;1
respeito;5
pelo;35
ciro;24
gomes,;8
sou;32
grato;1
ao;55
ciro;24
gomes,;8
que;832
esteve;2
no;221
governo;56
comigo;2
de;798
2003;1
a;807
2006,;1
mas;73
o;804
ciro,;12
nesse;27
instante,;2
ele;42
resolveu;2
não;311
estar;10
conosco,;3
a;807
sair;4
com;221
candidatura;2
"própria;";1
é;420
um;205
direito;26
dele,;5
não;311
sou;32
eu;285
que;832
vou;26
impedir.;1
eu;285
estou;22
construindo;1
uma;194
aliança;2
política;33
com;221
dez;6
partidos;4
políticos,;1
todos;54
os;118
partidos;4
de;798
esquerda;2
e;577
progressistas,;1
e;577
nós;201
vamos;51
ver,;3
se;123
ganharmos;2
as;110
eleições,;5
tentar;2
ver,;3
sabe,;9
se;123
ainda;8
conseguimos;4
atrair;8
o;804
pdt;2
para;321
participar;5
conosco;1
do;382
governo.;13
eu;285
sempre;7
digo;2
o;804
seguinte:;8
tem;121
três;13
pessoas;44
no;221
brasil;111
que;832
eu;285
trato;2
com;221
deferência:;1
mário;1
covas,;1
requião;1
e;577
ciro;24
gomes.;5
de;798
vez;11
em;175
quando;42
eles;12
podem;5
até;28
falar;19
mal;3
de;798
mim;5
que;832
não;311
levo;1
em;175
conta,;1
porque;92
eu;285
sei;17
que;832
eles;12
têm;24
o;804
coração;5
mais;128
mole;1
do;382
que;832
a;807
língua.;1
eles;12
têm;24
o;804
coração;5
muito;50
mais;128
mole,;1
são;33
muito;50
mais;128
compreensivos;1
aos;18
problemas;9
sociais.;1
então;9
é;420
o;804
seguinte:;8
eu;285
espero;2
que;832
o;804
ciro,;12
nessas;1
eleições,;5
não;311
vá;3
para;321
paris,;2
eu;285
espero;2
que;832
o;804
ciro;24
fique;2
aqui;35
no;221
brasil,;43
que;832
a;807
gente;71
sente;1
para;321
conversar;1
e;577
possa;4
construir;1
a;807
verdadeira;3
aliança;2
política;33
que;832
ele;42
sabe;33
que;832
vai;85
ser;54
construída.o;1
lula;30
é;420
esse;77
encantador;1
de;798
serpente,;1
vai;85
na;124
emoção;1
das;70
pessoas,;4
cativa.;1
nós;201
temos;51
uma;194
relação;9
bastante;1
antiga,;1
e;577
ele;42
quer;13
sempre;7
trazer;10
a;807
coisas;10
pro;12
lado;6
pessoal.;3
não;311
é;420
pessoal.;3
eu;285
atribuo;1
ao;55
lula;30
a;807
contradição;4
econômica;10
do;382
lula,;11
a;807
contradição;4
moral;4
do;382
lula;30
e;577
do;382
pt;23
o;804
bolsonaro.;10
eu;285
não;311
acho;13
que;832
o;804
bolsonaro;14
desceu;1
de;798
marte;1
com;221
essas;11
contradições;1
todas.;1
o;804
bolsonaro;14
foi;83
um;205
protesto;1
absolutamente;2
reconhecido;1
respeitosamente;1
por;123
mim;5
contra;37
a;807
devastadora;1
crise;2
econômica;10
que;832
o;804
lula;30
e;577
o;804
pt;23
produziram;1
e;577
que;832
ele;42
apaga.;1
ele;42
faz;22
números;9
assim;14
e;577
esquece.;1
se;123
você;64
tomar...;1
e;577
eu;285
vou;26
fazer;62
isso;76
durante;7
esse;77
debate.;6
a;807
média;6
de;798
crescimento;7
econômico;2
do;382
período;2
do;382
pt;23
é;420
medíocre.;1
é;420
igualzinha;1
à;49
do;382
fernando;1
henrique;1
cardoso.;1
o;804
desemprego;5
que;832
tá;21
aí;16
de;798
dez,;1
o;804
bolsonaro;14
recebeu;2
com;221
12.;1
recebeu;2
do;382
pt.;3
e;577
a;807
razão;2
da;269
minha...;1
distanciamento;1
é;420
que;832
infelizmente;1
o;804
lula;30
se;123
deixou;5
corromper;1
mesmo.;1
tá;21
com;221
geddel;1
vieira;1
lima,;1
tá;21
com;221
renan;2
calheiros,;2
tá;21
com;221
eunício;1
oliveira.;1
pesquise;1
quem;73
são;33
essas;11
pessoas.mesmo;1
assim,;7
ciro,;12
nós;201
ainda;8
vamos;51
conversar.;2
e;577
você;64
vai;85
pedir;6
desculpa;1
porque;92
você;64
sabe;33
que;832
você;64
tá;21
dizendo;6
inverdades;2
a;807
meu;43
respeito.;2
você;64
sabe;33
que;832
tá;21
dizendo;6
inverdades.;1
agora,;17
o;804
que;832
é;420
importante;12
a;807
gente;71
levar;3
em;175
conta;11
é;420
que;832
quando;42
o;804
ciro;24
joga;1
a;807
responsabilidade;7
da;269
eleição;1
do;382
cidadão;4
nas;20
minhas;3
costas,;1
eu;285
queria;11
dizer;33
que;832
eu;285
não;311
fui;32
pra;83
paris.;1
eu;285
não;311
saí;5
do;382
brasil;111
pra;83
não;311
votar;4
no;221
haddad.;1
eu;285
não;311
saí;5
do;382
brasil;111
pra;83
não;311
votar...;1
e;577
fui;32
preso;3
pra;83
não;311
ganhar;8
as;110
eleições,;5
porque;92
sabiam;2
que;832
se;123
eu;285
tivesse;3
liberdade,;1
eu;285
ganhava;2
as;110
eleições.;2
e;577
você;64
sabe;33
que;832
eu;285
fui;32
absolvido;4
em;175
todos;54
os;118
26;1
processos.;2
você;64
sabe;33
que;832
eu;285
fui;32
absolvido;4
em;175
todos;54
os;118
processos.;2
fui;32
absolvido;4
na;124
onu,;2
fui;32
absolvido;4
na;124
primeira,;1
na;124
segunda;7
instância;3
e;577
duas;11
vezes;11
na;124
suprema;5
corte.;4
agora;26
é;420
o;804
seguinte:;8
eu;285
sou;32
o;804
único;9
inocente;2
que;832
paga;2
o;804
preço;2
de;798
ser;54
inocente,;1
ou;59
seja,;24
eu;285
sou;32
culpado;1
porque;92
sou;32
inocente.;1
eu;285
continuo;1
dizendo;6
pra;83
vocês;14
o;804
seguinte:;8
nós;201
vamos;51
trabalhar;3
para;321
voltar;19
a;807
governar;4
esse;77
país,;15
pra;83
fazer;62
a;807
economia;23
crescer,;6
pra;83
investir;6
na;124
educação,;10
as;110
pessoas;44
se;123
esquecem;3
que;832
quem;73
criou;3
o;804
piso;4
escolar;6
fui;32
eu.;1
e;577
muitos;13
governadores;3
não;311
queriam;1
sequer;5
pagar;5
o;804
piso;4
escolar.;2
as;110
pessoas;44
se;123
esquecem;3
que;832
nós;201
espalhamos;1
universidades;2
por;123
esse;77
país;49
afora.;1
e;577
